,Movie_Number,Movie_Name,Year_of_Release,IMDB_Rating,Number_of_Votes,Genres
348,m348,fight club,1999,8.8,391697,"['crime', 'drama', 'mystery', 'thriller']"
349,m349,final destination 2,2003,6.4,36312,"['horror', 'thriller']"
350,m350,final destination,2000,6.8,53422,"['horror', 'thriller']"
351,m351,rambo: first blood part ii,1985,5.8,39147,"['action', 'adventure', 'thriller']"
352,m352,the fisher king,1991,7.5,28310,"['comedy', 'drama', 'romance']"
353,m353,five easy pieces,1970,7.5,11969,['drama']
354,m354,five feet high and rising,2000,6.5,326,['short']
355,m355,fletch,1985,6.7,17336,"['comedy', 'crime', 'mystery']"
356,m356,the adventures of ford fairlane,1990,5.6,9051,"['action', 'adventure', 'comedy', 'music']"
357,m357,the french connection,1971,7.9,34062,"['action', 'crime', 'thriller']"
358,m358,frequency,2000,7.3,36396,"['crime', 'drama', 'sci-fi', 'thriller']"
359,m359,friday the 13th part iii,1982,5.1,11718,['horror']
360,m360,jason lives: friday the 13th part vi,1986,5.3,9919,"['comedy', 'horror', 'thriller']"
361,m361,jason goes to hell: the final friday,1993,4.1,8894,"['horror', 'thriller']"
362,m362,friday the 13th part viii: jason takes manhattan,1989,3.9,10288,['horror']
363,m363,game 6,2005,6.0,1414,"['comedy', 'drama', 'sport']"
364,m364,gandhi,1982,8.2,52160,"['biography', 'drama', 'history']"
365,m365,gattaca,1997,7.8,72063,"['drama', 'romance', 'sci-fi', 'thriller']"
366,m366,the getaway,1972,7.5,10151,"['action', 'adventure', 'crime', 'thriller']"
367,m367,get carter,2000,4.8,14319,"['action', 'crime', 'drama', 'thriller']"
368,m368,glengarry glen ross,1992,7.9,32882,['drama']
369,m369,the godfather: part ii,1974,9.0,251290,"['crime', 'drama', 'thriller']"
370,m370,gods and monsters,1998,7.5,16063,"['biography', 'drama']"
371,m371,gone in sixty seconds,2000,6.0,74474,"['action', 'crime', 'thriller']"
372,m372,goodfellas,1990,8.8,234582,"['crime', 'drama', 'thriller']"
373,m373,good will hunting,1997,8.1,154419,['drama']
374,m374,the grapes of wrath,1940,8.3,23850,['drama']
375,m375,grosse pointe blank,1997,7.4,41877,"['comedy', 'crime', 'romance', 'thriller']"
376,m376,the horse whisperer,1998,6.4,15953,"['drama', 'romance', 'western']"
377,m377,hackers,1995,5.8,27009,"['action', 'crime', 'drama', 'thriller']"
378,m378,halloween 4: the return of michael myers,1988,5.6,11315,"['horror', 'thriller']"
379,m379,halloween,1978,7.9,64690,"['horror', 'thriller']"
380,m380,hannah and her sisters,1986,7.9,21088,"['comedy', 'drama', 'romance']"
381,m381,hannibal,2001,6.4,75788,"['crime', 'thriller']"
382,m382,happy campers,2001,5.4,1785,['comedy']
383,m383,heathers,1989,7.3,25236,"['comedy', 'crime']"
384,m384,heavenly creatures,1994,7.6,27211,"['crime', 'drama', 'fantasy', 'thriller']"
385,m385,hellraiser: hellseeker,2002,4.9,3400,"['horror', 'mystery', 'thriller']"
386,m386,hero,1992/I,6.3,10573,"['comedy', 'drama']"
387,m387,hider in the house,1989,5.6,394,['thriller']
388,m388,highlander iii: the sorcerer,1994,3.9,7831,"['fantasy', 'sci-fi', 'action']"
389,m389,hostage,2005/I,6.6,37868,"['action', 'crime', 'drama', 'thriller']"
390,m390,hotel rwanda,2004,8.3,94404,"['adventure', 'drama', 'history', 'thriller', 'war']"
391,m391,house on haunted hill,1999,5.3,23127,"['horror', 'mystery', 'thriller']"
392,m392,house of the damned,1996,4.3,216,"['action', 'horror', 'thriller']"
393,m393,hellraiser iii: hell on earth,1992,5.1,7716,['horror']
394,m394,hudson hawk,1991,5.4,22116,"['action', 'adventure', 'comedy', 'action', 'adventure', 'comedy', 'crime']"
395,m395,the hudsucker proxy,1994,7.4,32691,"['comedy', 'drama', 'fantasy', 'romance']"
396,m396,i walked with a zombie,1943,7.3,3420,['horror']
397,m397,the ice storm,1997,7.5,27724,['drama']
398,m398,insomnia,2002/I,7.3,69635,"['crime', 'drama', 'mystery', 'thriller']"
399,m399,interview with the vampire: the vampire chronicles,1994,7.4,80077,"['drama', 'fantasy']"
400,m400,i still know what you did last summer,1998,4.1,23543,"['horror', 'mystery', 'thriller']"
401,m401,isle of the dead,1945,6.6,1405,"['drama', 'horror', 'mystery', 'thriller']"
402,m402,it's a wonderful life,1946,8.7,103290,"['drama', 'fantasy', 'romance']"
403,m403,jaws 2,1978,5.6,18995,['thriller']
404,m404,jaws 3-d,1983,3.3,12839,['thriller']
405,m405,jaws: the revenge,1987,2.6,15727,['thriller']
406,m406,the jazz singer,1927,6.8,3252,"['drama', 'music', 'romance']"
407,m407,jennifer eight,1992,6.2,6224,"['thriller', 'mystery']"
408,m408,jerry maguire,1996,7.3,79706,"['comedy', 'drama', 'romance', 'sport']"
409,m409,jurassic park iii,2001,5.7,62564,"['action', 'adventure', 'sci-fi', 'thriller']"
410,m410,the lost world: jurassic park,1997,6.0,78169,"['action', 'adventure', 'sci-fi', 'thriller', 'action', 'adventure', 'animation', 'horror', 'sci-fi', 'thriller']"
411,m411,jurassic park,1993,7.9,153737,"['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi']"
412,m412,freddy vs. jason,2003,5.8,39850,"['horror', 'thriller']"
413,m413,kafka,1991,6.9,4467,"['comedy', 'drama', 'mystery', 'sci-fi', 'thriller']"
414,m414,king kong,2005,7.6,134187,"['adventure', 'drama', 'romance']"
415,m415,klute,1971,7.2,6901,"['mystery', 'romance', 'thriller']"
416,m416,kramer vs. kramer,1979,7.7,25836,['drama']
417,m417,kundun,1997,7.1,10378,"['biography', 'drama', 'history', 'war']"
418,m418,lake placid,1999,5.4,19621,"['action', 'comedy', 'horror', 'thriller']"
419,m419,the silence of the lambs,1991,8.7,251237,"['crime', 'thriller']"
420,m420,last of the mohicans,1977,7.3,71,"['action', 'adventure', 'war']"
421,m421,leviathan,1989,5.3,4751,"['adventure', 'horror', 'mystery', 'sci-fi', 'thriller']"
422,m422,"lock, stock and two smoking barrels",1998,8.2,129117,"['crime', 'thriller']"
423,m423,lone star,1996,7.6,14666,"['drama', 'mystery', 'romance', 'western']"
424,m424,lord of illusions,1995,5.6,5031,"['fantasy', 'horror', 'mystery', 'thriller']"
425,m425,lost in translation,2003,7.9,132645,"['drama', 'romance']"
426,m426,lost souls,2000,4.6,6663,"['drama', 'horror', 'thriller', 'romance']"
427,m427,love & basketball,2000,6.7,5907,"['drama', 'romance', 'sport']"
428,m428,magnolia,1999,8.0,123476,['drama']
429,m429,the man in the iron mask,1998/I,6.1,36684,"['action', 'adventure', 'drama', 'history']"
430,m430,manhunt,2003,8.7,736,"['action', 'adventure', 'crime', 'horror', 'thriller']"
431,m431,manhunter,1986,7.2,21649,"['crime', 'thriller']"
432,m432,man on the moon,1999,7.4,49915,"['biography', 'comedy', 'drama']"
433,m433,the matrix,1999,8.7,389480,"['action', 'adventure', 'adventure', 'adventure', 'sci-fi']"
434,m434,halloween iii: season of the witch,1982,3.8,13037,"['horror', 'mystery', 'sci-fi']"
435,m435,meet joe black,1998,6.9,56839,"['drama', 'fantasy', 'mystery', 'romance']"
436,m436,memento,2000,8.7,281027,"['crime', 'drama', 'mystery', 'thriller']"
437,m437,miami vice,2006,6.0,52448,"['action', 'crime', 'drama', 'thriller']"
438,m438,midnight cowboy,1969,8.0,34405,['drama']
439,m439,midnight express,1978,7.6,24103,"['biography', 'crime', 'drama', 'thriller']"
440,m440,mimic,1997,5.7,14916,"['drama', 'horror', 'sci-fi']"
441,m441,misery,1990,7.8,41563,['thriller']
442,m442,mission: impossible ii,2000,5.7,86452,"['action', 'adventure', 'thriller']"
443,m443,mission: impossible,1996,6.9,87677,"['action', 'adventure', 'thriller']"
444,m444,moonstruck,1987,7.1,15879,"['comedy', 'romance', 'drama']"
445,m445,monty python and the holy grail,1975,8.4,157683,"['adventure', 'comedy']"
446,m446,mrs brown,1997,7.2,5701,"['biography', 'drama', 'history', 'romance']"
447,m447,arcade,1993,4.6,668,['sci-fi']
448,m448,mulholland dr.,2001,8.0,105859,"['drama', 'mystery', 'thriller']"
449,m449,"""murderland""",2009,5.8,88,"['crime', 'drama', 'mystery']"
450,m450,my girl 2,1994,4.8,5689,"['comedy', 'drama', 'family', 'romance']"
451,m451,my girl,1991,6.4,17967,"['comedy', 'drama', 'family', 'romance']"
452,m452,my best friend's wedding,1997,6.2,37682,"['comedy', 'romance']"
453,m453,nashville,1975,7.7,9315,"['drama', 'music']"
454,m454,natural born killers,1994,7.1,73047,"['action', 'crime', 'drama', 'romance', 'thriller']"
455,m455,nothing but a man,1964,7.8,448,"['drama', 'romance']"
456,m456,the negotiator,1998,7.2,46983,"['action', 'crime', 'drama', 'mystery', 'thriller']"
457,m457,neuromancer,1988,9.3,48,"['action', 'adventure', 'animation', 'sci-fi']"
458,m458,never been kissed,1999,5.7,27409,"['comedy', 'drama', 'romance']"
459,m459,the nightmare before christmas,1993,8.0,81753,"['animation', 'family', 'fantasy', 'musical']"
460,m460,a nightmare on elm street part 2: freddy's revenge,1985,4.9,16582,"['fantasy', 'horror', 'thriller']"
461,m461,a nightmare on elm street 3: dream warriors,1987,6.3,17734,"['fantasy', 'horror', 'thriller']"
462,m462,notting hill,1999,6.9,67217,"['comedy', 'romance']"
463,m463,one flew over the cuckoo's nest,1975,8.9,219739,['drama']
464,m464,only you,1994,6.2,6620,"['comedy', 'romance']"
465,m465,on the waterfront,1954,8.4,42010,"['crime', 'drama', 'romance']"
466,m466,orgy of the dead,1965,2.5,1395,"['fantasy', 'horror']"
467,m467,out of sight,1998,7.2,38595,"['comedy', 'crime', 'romance', 'thriller']"
468,m468,pearl harbor,2001,5.4,97519,"['action', 'drama', 'romance', 'war']"
469,m469,peggy sue got married,1986,6.3,12574,"['comedy', 'drama', 'fantasy', 'romance']"
470,m470,pet sematary ii,1992,4.2,6014,"['action', 'horror', 'thriller']"
471,m471,philadelphia,1993,7.6,54221,['drama']
472,m472,pitch black,2000,7.0,55982,"['action', 'sci-fi', 'thriller']"
473,m473,planet of the apes,2001,5.5,73596,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']"
474,m474,platoon,1986,8.2,110867,"['action', 'drama', 'war']"
475,m475,playback,1996,3.6,164,['thriller']
476,m476,the ploughman's lunch,1983,6.8,154,['drama']
477,m477,point break,1991,6.9,37722,"['action', 'adventure', 'crime', 'drama', 'sport', 'thriller']"
478,m478,predator,1987,7.8,90730,"['action', 'adventure', 'sci-fi', 'thriller']"
479,m479,pretty woman,1990,6.7,61642,"['comedy', 'romance']"
480,m480,the princess bride,1987,8.1,125281,"['adventure', 'comedy', 'family', 'fantasy', 'romance']"
481,m481,the producers,1968,7.7,19432,['comedy']
482,m482,psycho,1960,8.7,146915,"['drama', 'horror', 'mystery', 'thriller', 'thriller']"
483,m483,maniac,1980,6.2,3382,"['drama', 'horror', 'thriller']"
484,m484,vampyr,1932,7.6,4005,"['fantasy', 'horror']"
485,m485,mystery of the wax museum,1933,6.8,1740,"['horror', 'mystery', 'thriller']"
486,m486,quantum project,2000,4.8,47,"['short', 'adventure', 'drama', 'romance']"
487,m487,rambling rose,1991,6.6,2631,['drama']
488,m488,red white black & blue,2006,6.3,37,['documentary']
489,m489,star wars: episode vi - return of the jedi,1983,8.3,215058,"['action', 'adventure', 'fantasy', 'sci-fi']"
490,m490,the rocky horror picture show,1975,7.1,42713,"['comedy', 'musical']"
491,m491,rocky,1976,8.1,100022,"['drama', 'romance', 'sport']"
492,m492,who framed roger rabbit,1988,7.6,54375,"['animation', 'comedy', 'crime', 'family', 'fantasy', 'mystery', 'animation', 'adventure', 'action', 'fantasy']"
493,m493,romeo and juliet,1968/I,7.8,12360,"['drama', 'romance']"
494,m494,ronin,1998,7.2,58201,"['action', 'crime', 'thriller']"
495,m495,route 9,1998,6.0,557,"['crime', 'drama']"
496,m496,rush hour 2,2001,6.5,52716,"['action', 'comedy', 'crime', 'thriller']"
497,m497,rush hour,1998,6.8,56376,"['action', 'comedy', 'thriller', 'crime']"
498,m498,runaway bride,1999,5.2,28793,"['comedy', 'romance']"
499,m499,sleepless in seattle,1993,6.6,44179,"['comedy', 'romance', 'drama']"
500,m500,salt of the earth,1954,7.6,1085,"['drama', 'history']"
501,m501,the salton sea,2002,7.1,16669,"['crime', 'drama', 'mystery', 'thriller']"
502,m502,saving private ryan,1998,8.5,275666,"['action', 'drama', 'history', 'war']"
503,m503,say anything...,1989,7.5,25220,"['comedy', 'drama', 'romance']"
504,m504,schindler's list,1993,8.9,282473,"['biography', 'drama', 'history', 'war']"
505,m505,scream 2,1997,5.9,48988,"['horror', 'mystery', 'thriller']"
506,m506,scream 3,2000,5.3,38870,"['horror', 'mystery', 'thriller']"
507,m507,scream,1996/I,7.2,92543,"['crime', 'horror', 'mystery', 'thriller']"
508,m508,seven,1979,6.1,259,"['action', 'drama']"
509,m509,the searchers,1956,8.1,30138,"['adventure', 'drama', 'western']"
510,m510,seven days to live,2000,5.2,1150,"['drama', 'horror', 'thriller']"
511,m511,shakespeare in love,1998,7.4,78654,"['comedy', 'drama', 'romance']"
512,m512,shallow grave,1994,7.4,21611,"['comedy', 'crime', 'drama', 'thriller']"
513,m513,shampoo,1975,6.2,4406,"['drama', 'romance']"
514,m514,the shining,1980,8.5,182077,"['horror', 'mystery', 'thriller']"
515,m515,silver bullet,1985,5.9,6498,"['adventure', 'drama', 'horror', 'mystery', 'thriller']"
516,m516,sister act,1992,5.9,25196,"['comedy', 'crime', 'music']"
517,m517,sleepy hollow,1999,7.5,108951,"['fantasy', 'mystery', 'thriller']"
518,m518,sling blade,1996,8.0,42087,['drama']
519,m519,smoke,1995,7.5,15482,"['comedy', 'drama']"
520,m520,snow falling on cedars,1999,6.7,8483,"['drama', 'mystery', 'romance', 'thriller']"
521,m521,soldier,1998/I,5.6,16446,"['action', 'drama', 'sci-fi']"
522,m522,some like it hot,1959,8.4,68749,['comedy']
523,m523,the wedding date,2005,5.5,12340,"['comedy', 'romance']"
524,m524,sounder,1972,7.8,1298,['drama']
525,m525,south park: bigger longer & uncut,1999,7.8,80257,"['animation', 'comedy', 'musical']"
526,m526,spacejacked,1997,2.9,105,"['action', 'sci-fi']"
527,m527,spare me,1992,5.8,26,['thriller']
528,m528,sphere,1998,5.6,31924,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']"
529,m529,star wars,1977,8.8,326619,"['action', 'adventure', 'fantasy', 'sci-fi']"
530,m530,starship troopers,1997,7.1,84874,"['action', 'adventure', 'sci-fi', 'thriller']"
531,m531,star trek: the motion picture,1979,6.2,25723,"['adventure', 'fantasy', 'mystery', 'sci-fi']"
532,m532,state and main,2000,6.8,13163,"['comedy', 'drama']"
533,m533,stepmom,1998,6.2,18714,"['comedy', 'drama']"
534,m534,storytelling,2001,6.7,9677,"['comedy', 'drama']"
535,m535,stranglehold,2007,8.6,907,"['action', 'adventure', 'crime']"
536,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,8.6,158529,"['comedy', 'drama']"
537,m537,suburbia,1996,6.5,4552,"['comedy', 'drama']"
538,m538,sugar & spice,2001,5.2,6981,"['comedy', 'crime']"
539,m539,sunset blvd.,1950,8.7,55994,"['drama', 'film-noir']"
540,m540,supergirl,1984,4.1,6576,"['action', 'adventure', 'sci-fi']"
541,m541,superman iii,1983,4.7,18340,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']"
542,m542,superman ii,1980,6.7,29941,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']"
543,m543,superman iv: the quest for peace,1987,3.4,15332,"['action', 'adventure', 'family', 'fantasy', 'sci-fi']"
544,m544,superman,1978,7.3,51172,"['action', 'family', 'sci-fi']"
545,m545,the sweet hereafter,1997,7.8,16463,['drama']
546,m546,sweet smell of success,1957,8.2,9014,"['drama', 'film-noir']"
547,m547,terminator 2: judgment day,1991,8.5,243230,"['action', 'sci-fi', 'thriller']"
548,m548,taking sides,2001,7.2,1950,"['drama', 'music', 'war']"
549,m549,the terminator,1984,8.1,183538,"['action', 'sci-fi', 'thriller']"
550,m550,the game,1997,7.7,75861,"['drama', 'mystery', 'thriller']"
551,m551,the haunting,1999,4.6,32086,"['horror', 'thriller', 'mystery']"
552,m552,the limey,1999,7.0,15465,"['crime', 'drama', 'mystery', 'thriller']"
553,m553,the man who wasn't there,2001,7.7,41452,"['crime', 'drama']"
554,m554,the relic,1997,5.4,10340,"['horror', 'mystery', 'thriller']"
555,m555,the truman show,1998,8.0,160825,['drama']
556,m556,the x files,1998,6.8,39090,"['crime', 'horror', 'mystery', 'sci-fi', 'thriller']"
557,m557,the cell,2000,6.2,37417,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']"
558,m558,the third man,1949,8.5,51872,"['film-noir', 'mystery', 'thriller']"
559,m559,the beach,2000/I,6.3,55734,"['adventure', 'drama', 'romance', 'thriller']"
560,m560,the believer,2001,7.3,11345,['drama']
561,m561,le grand bleu,1988,7.4,18313,"['adventure', 'drama', 'romance']"
562,m562,the hebrew hammer,2003,6.2,2900,['comedy']
563,m563,the leopard man,1943,6.9,1518,"['drama', 'horror', 'mystery', 'thriller']"
564,m564,the lost son,1999,6.5,911,"['crime', 'drama', 'romance', 'thriller']"
565,m565,the messenger,2009/I,7.4,9224,"['drama', 'romance', 'war']"
566,m566,the pianist,2002,8.5,138080,"['biography', 'drama', 'war']"
567,m567,the piano,1993,7.5,28525,"['drama', 'romance']"
568,m568,the sting,1973,8.4,67231,"['comedy', 'crime', 'drama']"
569,m569,the thin man,1934,8.1,11936,"['comedy', 'crime', 'drama', 'mystery', 'romance']"
570,m570,three kings,1999,7.3,69757,"['action', 'adventure', 'comedy', 'drama', 'war']"
571,m571,thx 1138,1971,6.8,15741,"['drama', 'mystery', 'sci-fi', 'thriller']"
572,m572,ticker,2001,3.3,3933,"['action', 'thriller', 'crime']"
573,m573,trouble in paradise,1932,8.2,4781,"['comedy', 'crime', 'romance']"
574,m574,titanic,1997,7.4,244771,"['drama', 'history', 'romance']"
575,m575,transatlantic merry-go-round,1934,6.9,53,"['comedy', 'musical', 'mystery', 'romance']"
576,m576,tombstone,1993,7.7,44204,"['action', 'drama', 'history', 'romance', 'western']"
577,m577,tomorrow never dies,1997,6.4,47198,"['action', 'adventure', 'thriller']"
578,m578,to sleep with anger,1990,6.8,490,['drama']
579,m579,toy story,1995,8.2,156231,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
580,m580,the magic toyshop,1987,6.2,90,['fantasy']
581,m581,traffic,2000,7.8,86662,"['crime', 'drama', 'thriller']"
582,m582,trainspotting,1996,8.2,153782,"['crime', 'drama']"
583,m583,star trek v: the final frontier,1989,5.0,20749,"['action', 'adventure', 'sci-fi', 'thriller']"
584,m584,tron,1982,6.7,25903,"['action', 'adventure', 'sci-fi', 'thriller', 'sci-fi']"
585,m585,true lies,1994,7.2,81801,"['action', 'thriller']"
586,m586,true romance,1993,7.9,74762,"['crime', 'romance', 'thriller']"
587,m587,twelve monkeys,1995,8.1,173320,"['mystery', 'sci-fi', 'thriller']"
588,m588,u-turn,1973,5.8,37,['drama']
589,m589,u turn,1997,6.7,25388,"['crime', 'drama', 'thriller']"
590,m590,unbreakable,2000,7.3,98767,"['drama', 'fantasy', 'mystery', 'thriller']"
591,m591,unforgiven,1992,8.3,101270,"['drama', 'western']"
592,m592,the usual suspects,1995,8.7,272137,"['crime', 'mystery', 'thriller']"
593,m593,verdict,1974,5.7,135,['drama']
594,m594,vertigo,1958,8.6,93524,"['crime', 'mystery', 'romance', 'thriller']"
595,m595,very bad things,1998,6.0,22977,"['comedy', 'crime', 'thriller']"
596,m596,viridiana,1961,8.2,6288,['drama']
597,m597,virtuosity,1995,5.3,11191,"['action', 'crime', 'sci-fi', 'thriller']"
598,m598,wag the dog,1997,7.1,36448,"['comedy', 'drama']"
599,m599,wall street,1987,7.3,39082,"['crime', 'drama']"
600,m600,waxwork,1988,6.0,2596,"['comedy', 'fantasy', 'horror']"
601,m601,what lies beneath,2000,6.5,46195,"['drama', 'horror', 'mystery', 'thriller']"
602,m602,what women want,2000,6.3,55269,"['comedy', 'fantasy', 'romance']"
603,m603,the witching hour,1996,6.5,69,"['documentary', 'short']"
604,m604,white angel,1994,4.4,99,"['drama', 'thriller']"
605,m605,who's your daddy?,2003/I,4.5,2267,['comedy']
606,m606,wild things,1998,6.6,40523,"['crime', 'mystery', 'thriller']"
607,m607,wild wild west,1999,4.3,54943,"['action', 'western', 'comedy', 'sci-fi']"
608,m608,willow,1988,7.1,33506,"['action', 'adventure', 'drama', 'fantasy', 'romance']"
609,m609,witness,1985,7.6,30705,"['drama', 'romance', 'thriller']"
610,m610,the wizard of oz,1939,8.3,104873,"['adventure', 'family', 'fantasy', 'musical']"
611,m611,the world is not enough,1999,6.3,60047,"['action', 'adventure', 'thriller']"
612,m612,watchmen,2009,7.8,135229,"['action', 'crime', 'fantasy', 'mystery', 'sci-fi', 'thriller']"
613,m613,xxx,2002,5.6,53505,"['action', 'adventure', 'crime']"
614,m614,x-men,2000,7.4,122149,"['action', 'sci-fi']"
615,m615,young frankenstein,1974,8.0,57618,"['comedy', 'sci-fi']"
616,m616,zulu dawn,1979,6.4,1911,"['action', 'adventure', 'drama', 'history', 'war']"
